Player,Team,Season,Season Type,Games,Distance Per Game,Distance Per 36 min,Avg. Speed,Touches Per 36 min,Pass Per 36 min,Secondary Assists Per 36 min,FT Assists Per 36 min,Off. Reb Success Rate,Def. Reb Success Rate,Contested FG %,Uncontested FG %,Uncontested FG Usage,FGs Defended at Rim %
Kyle Korver,Hawks,2013-2014,REG,71,2.408,2.555,4.259,46.679,35.14,0.777,0.329,0.611,0.492,0.439,0.51,0.593,0.532
Al Horford,Hawks,2013-2014,REG,29,2.21,2.409,4.015,69.201,48.339,0.977,0.376,0.629,0.698,0.58,0.555,0.541,0.478
Pero Antic,Hawks,2013-2014,REG,49,1.265,2.413,4.022,60.372,44.14,0.701,0.273,0.576,0.613,0.517,0.365,0.692,0.489
Dennis Schroeder,Hawks,2013-2014,REG,49,0.943,2.594,4.324,82.732,64.041,1.347,0.393,0.278,0.561,0.38,0.37,0.448,0.452
Shelvin Mack,Hawks,2013-2014,REG,73,1.517,2.675,4.458,79.83,62.367,1.981,0.676,0.382,0.572,0.376,0.444,0.541,0.541
Louis Williams,Hawks,2013-2014,REG,60,1.536,2.297,3.829,62.65,44.782,1.022,0.598,0.435,0.659,0.411,0.389,0.573,0.563
DeMarre Carroll,Hawks,2013-2014,REG,73,2.171,2.437,4.062,51.604,38.653,0.8,0.2,0.398,0.598,0.488,0.455,0.537,0.579
Tayshaun Prince,Grizzlies,2013-2014,REG,76,1.73,2.429,4.049,51.31,40.298,1.22,0.277,0.464,0.68,0.439,0.377,0.513,0.56
Quincy Pondexter,Grizzlies,2013-2014,REG,15,1.261,2.519,4.199,43.943,29.029,0.266,0.266,0.455,0.64,0.346,0.482,0.342,0.5
Tony Allen,Grizzlies,2013-2014,REG,55,1.617,2.504,4.174,44.473,28.503,0.451,0.338,0.523,0.62,0.526,0.439,0.399,0.507
Zach Randolph,Grizzlies,2013-2014,REG,79,2.187,2.299,3.832,59.675,38.022,0.732,0.186,0.483,0.635,0.475,0.449,0.281,0.539
Nick Calathes,Grizzlies,2013-2014,REG,71,1.234,2.689,4.481,90.076,72.545,1.965,0.583,0.39,0.582,0.457,0.456,0.437,0.475
Jon Leuer,Grizzlies,2013-2014,REG,49,0.955,2.626,4.377,65.189,47.069,0.673,0.056,0.349,0.59,0.488,0.496,0.484,0.566
Kosta Koufos,Grizzlies,2013-2014,REG,80,1.193,2.546,4.244,60.001,43.593,0.56,0.213,0.567,0.568,0.477,0.548,0.251,0.469
Mike Conley,Grizzlies,2013-2014,REG,73,2.352,2.527,4.211,93.168,70.251,2.208,0.795,0.5,0.628,0.456,0.443,0.515,0.656
Mike Miller,Grizzlies,2013-2014,REG,82,1.455,2.516,4.193,52.951,40.399,0.823,0.506,0.435,0.625,0.456,0.491,0.718,0.515
James Johnson,Grizzlies,2013-2014,REG,52,1.297,2.538,4.23,53.68,36.59,0.64,0.602,0.526,0.609,0.511,0.395,0.405,0.423
Ed Davis,Grizzlies,2013-2014,REG,63,1.081,2.564,4.273,52.641,37.767,0.527,0.151,0.414,0.592,0.518,0.583,0.248,0.433
Marc Gasol,Grizzlies,2013-2014,REG,59,2.048,2.208,3.68,69.561,50.686,0.895,0.347,0.609,0.658,0.491,0.453,0.478,0.508
Matt Barnes,Clippers,2013-2014,REG,63,2.006,2.621,4.369,50.951,36.678,0.871,0.311,0.517,0.615,0.505,0.402,0.643,0.589
Jared Dudley,Clippers,2013-2014,REG,74,1.658,2.555,4.258,43.475,31.961,0.541,0.333,0.581,0.494,0.424,0.444,0.705,0.557
DeAndre Jordan,Clippers,2013-2014,REG,82,2.259,2.323,3.871,50.982,40.522,0.953,0.138,0.71,0.72,0.609,0.88,0.243,0.495
Willie Green,Clippers,2013-2014,REG,55,1.124,2.56,4.267,49.75,35.542,0.829,0.414,0.545,0.489,0.385,0.371,0.646,0.549
Blake Griffin,Clippers,2013-2014,REG,80,2.332,2.345,3.909,79.863,54.403,1.106,0.365,0.552,0.686,0.576,0.467,0.441,0.536
JJ Redick,Clippers,2013-2014,REG,35,2.156,2.752,4.586,48.749,30.153,0.839,0.511,0.563,0.575,0.401,0.488,0.618,0.485
Chris Paul,Clippers,2013-2014,REG,62,2.337,2.403,4.004,97.268,73.507,2.255,1.012,0.452,0.612,0.46,0.472,0.553,0.622
Darren Collison,Clippers,2013-2014,REG,80,1.867,2.599,4.331,75.964,57.647,1.27,0.418,0.547,0.551,0.45,0.48,0.535,0.565
Jamal Crawford,Clippers,2013-2014,REG,69,2.024,2.4,4.001,58.979,35.291,1.117,0.567,0.618,0.697,0.416,0.417,0.436,0.615
Jordan Crawford,"Celtics, Warriors",2013-2014,REG,81,1.52,2.384,3.973,75.62,53.589,0.968,0.523,0.549,0.692,0.426,0.407,0.51,0.537
Courtney Lee,"Celtics, Grizzlies",2013-2014,REG,79,1.759,2.535,4.225,48.662,34.284,0.766,0.219,0.592,0.648,0.476,0.487,0.554,0.59
Jerryd Bayless,"Celtics, Grizzlies",2013-2014,REG,72,1.582,2.432,4.053,67.932,49.054,1.281,0.363,0.55,0.609,0.349,0.446,0.545,0.567
Phil Pressey,Celtics,2013-2014,REG,75,1.074,2.563,4.272,83.279,68.614,1.622,0.891,0.571,0.586,0.337,0.294,0.672,0.638
Jared Sullinger,Celtics,2013-2014,REG,74,1.796,2.344,3.906,63.033,42.557,0.564,0.212,0.594,0.621,0.447,0.401,0.425,0.538
Jeff Green,Celtics,2013-2014,REG,82,2.266,2.385,3.975,52.743,32.724,0.501,0.18,0.568,0.597,0.427,0.39,0.418,0.523
Kelly Olynyk,Celtics,2013-2014,REG,70,1.44,2.591,4.319,68.091,49.577,0.771,0.129,0.504,0.558,0.481,0.452,0.481,0.563
Vitor Faverani,Celtics,2013-2014,REG,37,0.899,2.457,4.095,67.546,51.527,0.738,0.074,0.568,0.534,0.471,0.393,0.418,0.461
Avery Bradley,Celtics,2013-2014,REG,60,2.239,2.607,4.345,54.705,34.504,0.621,0.214,0.417,0.595,0.416,0.458,0.501,0.639
Brandon Bass,Celtics,2013-2014,REG,82,1.839,2.395,3.992,49.511,33.658,0.492,0.079,0.567,0.632,0.486,0.483,0.361,0.541
Kris Humphries,Celtics,2013-2014,REG,69,1.38,2.492,4.153,69.001,52.385,0.628,0.157,0.49,0.608,0.518,0.487,0.569,0.508
Gerald Wallace,Celtics,2013-2014,REG,58,1.628,2.401,4.001,53.712,43.467,0.585,0.254,0.48,0.622,0.556,0.421,0.383,0.537
Chris Johnson,Celtics,2013-2014,REG,40,1.519,2.772,4.62,41.283,28.83,0.593,0.137,0.484,0.528,0.43,0.375,0.598,0.595
Rajon Rondo,Celtics,2013-2014,REG,30,2.171,2.349,3.915,100.695,79.416,1.659,1.082,0.415,0.573,0.405,0.4,0.4,0.755
Andrew Bynum,"Cavaliers, Pacers",2013-2014,REG,26,1.199,2.176,3.627,48.869,28.553,0.419,0,0.624,0.719,0.437,0.36,0.223,0.402
Earl Clark,"Cavaliers, Knicks",2013-2014,REG,54,1.046,2.647,4.412,51.251,36.213,0.469,0.422,0.629,0.627,0.362,0.377,0.64,0.575
Henry Sims,"Cavaliers, 76ers",2013-2014,REG,46,1.321,2.499,4.165,55.704,39.413,0.576,0.206,0.507,0.547,0.489,0.444,0.329,0.516
Kyrie Irving,Cavaliers,2013-2014,REG,71,2.439,2.498,4.163,82.986,57.497,1.067,0.563,0.419,0.627,0.433,0.426,0.417,0.555
Tyler Zeller,Cavaliers,2013-2014,REG,70,1.069,2.568,4.28,47.718,33.104,0.652,0.034,0.569,0.574,0.513,0.584,0.348,0.471
Matthew Dellavedova,Cavaliers,2013-2014,REG,72,1.299,2.65,4.416,63.364,51.297,1.133,0.906,0.518,0.48,0.378,0.429,0.669,0.593
Dion Waiters,Cavaliers,2013-2014,REG,70,2.069,2.516,4.193,58.064,34.47,0.851,0.4,0.492,0.66,0.43,0.437,0.473,0.565
Alonzo Gee,Cavaliers,2013-2014,REG,65,1.16,2.661,4.434,45.997,34.313,0.706,0.177,0.493,0.659,0.432,0.391,0.443,0.541
Anderson Varejao,Cavaliers,2013-2014,REG,65,2.02,2.626,4.376,68.409,54.751,0.6,0.44,0.478,0.643,0.482,0.51,0.46,0.542
CJ Miles,Cavaliers,2013-2014,REG,51,1.345,2.51,4.184,46.31,27.728,0.11,0.146,0.5,0.607,0.404,0.468,0.491,0.54
Anthony Bennett,Cavaliers,2013-2014,REG,52,0.894,2.525,4.208,62.149,45.254,0.652,0.109,0.495,0.631,0.378,0.333,0.507,0.474
Jarrett Jack,Cavaliers,2013-2014,REG,80,1.934,2.473,4.122,73.179,56.538,1.135,0.576,0.667,0.723,0.396,0.427,0.443,0.533
Tristan Thompson,Cavaliers,2013-2014,REG,82,2.326,2.647,4.412,58.255,42.945,0.541,0.111,0.465,0.632,0.449,0.557,0.253,0.59
Luol Deng,"Bulls, Cavaliers",2013-2014,REG,63,2.417,2.478,4.13,52.519,33.939,0.651,0.407,0.6,0.66,0.451,0.407,0.445,0.508
Jarvis Varnado,"Bulls, 76ers",2013-2014,REG,24,0.956,2.434,4.056,52.088,41.798,0.212,0,0.487,0.564,0.537,0.737,0.317,0.551
Derrick Rose,Bulls,2013-2014,REG,10,2.262,2.619,4.366,97.04,70.29,1.969,0.463,0.529,0.548,0.358,0.333,0.331,0.45
Taj Gibson,Bulls,2013-2014,REG,82,1.888,2.371,3.952,55.382,36.151,0.475,0.184,0.571,0.587,0.503,0.429,0.329,0.457
Mike Dunleavy,Bulls,2013-2014,REG,82,2.353,2.688,4.48,49.188,35.379,0.599,0.376,0.426,0.571,0.432,0.429,0.557,0.5
Joakim Noah,Bulls,2013-2014,REG,80,2.439,2.491,4.152,84.139,68.23,0.6,0.664,0.557,0.662,0.485,0.453,0.282,0.468
Kirk Hinrich,Bulls,2013-2014,REG,73,2.18,2.707,4.511,82.855,66.849,1.922,0.459,0.517,0.553,0.37,0.408,0.59,0.496
Jimmy Butler,Bulls,2013-2014,REG,67,2.679,2.494,4.157,47.011,32.698,0.862,0.292,0.478,0.544,0.416,0.38,0.532,0.468
Carlos Boozer,Bulls,2013-2014,REG,76,1.728,2.208,3.68,61.701,40.383,0.555,0.336,0.604,0.728,0.464,0.444,0.395,0.553
Tony Snell,Bulls,2013-2014,REG,77,1.088,2.449,4.082,39.4,27.378,0.41,0.234,0.514,0.568,0.411,0.371,0.614,0.484
Caron Butler,"Bucks, Thunder",2013-2014,REG,56,1.579,2.243,3.739,54.419,37.878,0.787,0.203,0.568,0.614,0.363,0.427,0.512,0.464
Luke Ridnour,"Bucks, Bobcats",2013-2014,REG,61,1.346,2.591,4.319,78.626,63.381,1.673,0.852,0.605,0.617,0.339,0.411,0.663,0.577
Gary Neal,"Bucks, Bobcats",2013-2014,REG,52,1.427,2.399,3.998,56.901,37.438,0.711,0.194,0.476,0.63,0.412,0.412,0.432,0.623
Brandon Knight,Bucks,2013-2014,REG,72,2.374,2.564,4.274,90.111,64.144,1.365,0.555,0.362,0.577,0.438,0.406,0.495,0.605
Larry Sanders,Bucks,2013-2014,REG,23,1.623,2.299,3.831,54.884,41.271,0.616,0.123,0.619,0.603,0.483,0.485,0.216,0.416
O.J. Mayo,Bucks,2013-2014,REG,52,1.679,2.335,3.891,52.941,34.117,0.562,0.321,0.522,0.658,0.395,0.422,0.433,0.473
Giannis Antetokounmpo,Bucks,2013-2014,REG,77,1.785,2.609,4.349,61.436,48.226,0.835,0.512,0.553,0.569,0.449,0.377,0.48,0.436
John Henson,Bucks,2013-2014,REG,70,1.782,2.419,4.031,58.623,42.178,0.756,0.272,0.602,0.637,0.531,0.557,0.237,0.463
Ersan Ilyasova,Bucks,2013-2014,REG,55,1.771,2.372,3.954,67.423,49.526,0.584,0.122,0.519,0.599,0.395,0.421,0.49,0.551
Zaza Pachulia,Bucks,2013-2014,REG,53,1.602,2.307,3.845,57.944,43.214,0.761,0.598,0.532,0.553,0.414,0.443,0.355,0.575
Ekpe Udoh,Bucks,2013-2014,REG,42,1.27,2.389,3.982,49.624,39.592,0.851,0.134,0.504,0.444,0.323,0.54,0.35,0.463
Chris Wright,Bucks,2013-2014,REG,8,1.204,2.762,4.603,39.294,24.953,0.574,0,0.5,0.357,0.613,0.5,0.114,0.476
Nate Wolters,Bucks,2013-2014,REG,58,1.584,2.526,4.209,74.135,58.797,1.429,0.715,0.446,0.644,0.457,0.406,0.362,0.478
Khris Middleton,Bucks,2013-2014,REG,82,2.095,2.514,4.19,53.616,37.666,0.6,0.351,0.536,0.63,0.401,0.474,0.54,0.551
Jeff Adrien,"Bobcats, Bucks",2013-2014,REG,53,1.184,2.348,3.913,54.715,40.232,0.749,0.15,0.464,0.634,0.527,0.5,0.269,0.517
Ramon Sessions,"Bobcats, Bucks",2013-2014,REG,83,1.821,2.457,4.096,80.014,58.844,1.252,0.569,0.514,0.685,0.452,0.385,0.352,0.591
Cody Zeller,Bobcats,2013-2014,REG,82,1.298,2.705,4.508,83.323,67.695,0.534,0.305,0.504,0.564,0.445,0.389,0.391,0.562
Anthony Tolliver,Bobcats,2013-2014,REG,64,1.424,2.527,4.212,42.348,32.392,0.472,0.166,0.66,0.577,0.431,0.418,0.786,0.481
Josh McRoberts,Bobcats,2013-2014,REG,78,2.106,2.506,4.176,90.624,79.061,0.854,0.595,0.483,0.555,0.521,0.393,0.661,0.538
Chris Douglas-Roberts,Bobcats,2013-2014,REG,49,1.445,2.51,4.184,38.675,26.126,0.39,0.213,0.64,0.606,0.415,0.467,0.48,0.533
Michael Kidd-Gilchrist,Bobcats,2013-2014,REG,62,1.775,2.637,4.395,38.634,26.435,0.479,0.192,0.519,0.575,0.488,0.427,0.314,0.484
Al Jefferson,Bobcats,2013-2014,REG,73,2.178,2.242,3.736,56.314,32.274,0.437,0.24,0.629,0.673,0.524,0.477,0.328,0.527
Gerald Henderson,Bobcats,2013-2014,REG,77,2.338,2.634,4.39,60.41,42.414,0.966,0.205,0.534,0.682,0.433,0.434,0.422,0.519
Kemba Walker,Bobcats,2013-2014,REG,73,2.486,2.499,4.165,100.138,77.152,1.708,0.578,0.476,0.554,0.384,0.401,0.506,0.563
Jeff Taylor,Bobcats,2013-2014,REG,26,1.765,2.626,4.377,44.687,29.066,0.515,0.229,0.6,0.495,0.413,0.313,0.367,0.481
Bismack Biyombo,Bobcats,2013-2014,REG,77,0.958,2.475,4.126,28.869,20.611,0.336,0.067,0.486,0.659,0.591,0.741,0.19,0.388
Ben Gordon,Bobcats,2013-2014,REG,19,1.011,2.479,4.132,49.719,31.769,0.387,0,0.3,0.632,0.379,0.286,0.389,0.706
Evan Turner,"76ers, Pacers",2013-2014,REG,81,2.096,2.487,4.146,63.487,42.476,0.879,0.601,0.508,0.637,0.434,0.411,0.37,0.614
Lavoy Allen,"76ers, Pacers",2013-2014,REG,65,1.165,2.544,4.239,68.403,54.662,0.605,0.37,0.511,0.606,0.48,0.409,0.498,0.483
Spencer Hawes,"76ers, Cavaliers",2013-2014,REG,80,2.145,2.501,4.169,77.013,59.141,0.714,0.335,0.506,0.588,0.447,0.466,0.495,0.533
Thaddeus Young,76ers,2013-2014,REG,79,2.471,2.586,4.309,70.394,48.311,0.649,0.265,0.483,0.558,0.492,0.398,0.416,0.602
Elliot Williams,76ers,2013-2014,REG,67,1.247,2.598,4.331,44.893,29.96,0.342,0.373,0.462,0.578,0.435,0.394,0.475,0.739
James Anderson,76ers,2013-2014,REG,80,2.126,2.651,4.419,39.613,25.754,0.546,0.109,0.532,0.598,0.47,0.402,0.566,0.586
Michael Carter-Williams,76ers,2013-2014,REG,70,2.628,2.744,4.573,91.436,65.337,1.611,0.582,0.439,0.641,0.412,0.39,0.319,0.536
Tony Wroten,76ers,2013-2014,REG,72,1.751,2.572,4.286,71.889,46.144,0.775,0.551,0.454,0.654,0.45,0.37,0.285,0.517
Arnett Moultrie,76ers,2013-2014,REG,12,1.125,2.598,4.33,50.425,40.61,0.385,0,0.458,0.545,0.385,0.44,0.658,0.457
Hollis Thompson,76ers,2013-2014,REG,77,1.665,2.649,4.416,37.101,26.911,0.496,0.145,0.566,0.563,0.473,0.448,0.546,0.544
Casper Ware,76ers,2013-2014,REG,9,1.009,2.824,4.706,79.297,62.816,1.866,0.622,0,0.692,0.263,0.565,0.548,0.333
