PLAYER,TEAM,GP,W,L,MIN,PTS,TOUCHES,"FRONT CT
TOUCHES","TIME OF
POSS","AVG SEC PER
TOUCH","AVG DRIB PER
TOUCH","PTS PER
TOUCH","ELBOW
TOUCHES","POST
UPS","PAINT
TOUCHES","PTS PER
ELBOW TOUCH","PTS PER
POST TOUCH","PTS PER
PAINT TOUCH",Year
Frank Kaminsky,CHA,75,31,44,26.1,11.7,50.6,30.5,1.3,1.52,0.51,0.23,2.2,2.5,2.5,0.313,0.576,0.9,17
Georgios Papagiannis,SAC,22,7,15,16.1,5.6,24.5,14.1,0.8,1.98,0.53,0.23,4.4,2.7,4.4,0.25,0.35,0.813,17
Manu Ginobili,SAS,68,51,17,18.6,7.4,32,22,1.5,2.83,2.01,0.23,0.4,0.1,0.8,0.333,0,0.404,17
Marcin Gortat,WAS,82,49,33,31.2,10.8,47,22.1,1.1,1.39,0.31,0.229,4.8,3.1,8.8,0.448,0.59,0.861,17
Pau Gasol,SAS,63,47,16,25.4,12.5,54.7,32.9,1.5,1.63,0.41,0.229,4.7,4,4.4,0.338,0.446,0.874,17
George Hill,UTA,49,33,16,31.5,16.9,74.1,29.2,6.5,5.3,4.92,0.228,0.4,0.3,1.2,0.65,0.733,1.082,17
Jonathon Simmons,SAS,77,60,17,17.9,6.2,27.1,18.5,1.3,2.95,2.32,0.228,0.4,0.1,0.8,0.677,0.333,0.703,17
Kosta Koufos,SAC,71,27,44,20,6.6,29,15.8,0.8,1.58,0.41,0.228,3.1,1.5,6.1,0.436,0.436,0.798,17
Mason Plumlee,DEN,81,38,43,26.5,10.4,45.8,30.4,1.7,2.19,1.01,0.227,4.9,1.6,6.9,0.421,0.276,0.808,17
Cristiano Felicio,CHI,66,31,35,15.8,4.8,21.2,12.4,0.5,1.54,0.35,0.226,1.5,0.4,4,0.386,0.28,0.914,17
Jon Leuer,DET,75,34,41,25.9,10.2,45.2,25.1,1.2,1.58,0.57,0.226,1.7,1.1,3.1,0.477,0.679,1.031,17
D'Angelo Russell,LAL,63,21,42,28.7,15.6,69.5,28.8,5.1,4.42,3.54,0.225,0.7,1,1.2,0.614,0.533,0.684,17
Derrick Favors,UTA,50,33,17,23.7,9.5,42.2,26.7,1.1,1.53,0.38,0.225,3.7,3,5.8,0.366,0.556,0.846,17
Nikola Vucevic,ORL,75,27,48,28.8,14.6,65,39.6,1.8,1.69,0.52,0.225,3.9,7.7,6.4,0.495,0.372,0.77,17
Jason Smith,WAS,74,45,29,14.4,5.7,25.4,11.9,0.5,1.29,0.18,0.224,1.5,0.2,1.2,0.313,0,0.787,17
Jeff Withey,UTA,51,33,18,8.5,2.9,12.8,6.9,0.3,1.31,0.23,0.224,1.1,0.2,2.6,0.556,0,0.842,17
Anthony Brown,ORL,11,3,8,14.5,3.9,17.5,12.1,0.7,2.23,1.41,0.223,0.4,0,0.6,1,0,0.571,17
Tyler Zeller,BOS,51,32,19,10.3,3.5,15.7,11.3,0.4,1.52,0.45,0.223,1.3,0.5,2.5,0.441,0.192,0.724,17
James Johnson,MIA,76,40,36,27.4,12.8,57.8,27,2.6,2.74,2.09,0.222,1.6,1.6,1.6,0.369,0.233,0.512,17
Kyle Singler,OKC,32,15,17,12,2.8,12.5,8.3,0.3,1.58,0.71,0.221,0.3,0,0.5,0.25,0,0.8,17
Nik Stauskas,PHI,80,27,53,27.3,9.5,42.8,28.7,1.8,2.55,2.09,0.221,0.4,0,0.8,0.5,0,0.683,17
Tim Quarterman,POR,16,6,10,5,1.9,8.8,4.6,0.6,4.38,3.99,0.221,0.1,0,0.2,2,0,1.333,17
Ian Mahinmi,WAS,31,19,12,17.9,5.6,25.3,13,0.6,1.49,0.4,0.22,2.4,1.3,4.3,0.425,0.659,0.888,17
Adreian Payne,MIN,18,5,13,7.5,3.5,16,8.5,0.5,1.76,0.46,0.219,0.8,0.6,1.2,1,0.364,0.619,17
Bobby Portis,CHI,64,30,34,15.6,6.8,31.3,17,0.8,1.48,0.49,0.219,0.7,1,2.3,0.574,0.582,0.973,17
Dennis Schroder,ATL,79,42,37,31.5,17.9,81.8,30.5,7.2,5.27,4.81,0.219,0.5,0.1,0.8,0.472,0,0.409,17
Taj Gibson,OKC,78,41,37,25.5,10.8,49.6,27.5,1.3,1.59,0.46,0.219,3.2,4.6,5.6,0.514,0.609,0.797,17
Tarik Black,LAL,67,24,43,16.3,5.7,26.1,14,0.7,1.55,0.36,0.219,2,1.2,5.6,0.387,0.524,0.731,17
Thaddeus Young,IND,73,40,33,30.3,11.1,50.9,26.5,1.4,1.64,0.55,0.218,3.4,2.1,5.7,0.4,0.48,0.877,17
Thomas Robinson,LAL,48,15,33,11.7,5,23,11.8,0.7,1.94,0.87,0.218,1.5,0.6,2.9,0.543,0.286,0.672,17
Alexis Ajinca,NOP,39,15,24,15,5.3,24.5,12,0.5,1.34,0.27,0.217,1.8,0.6,3.2,0.667,0.208,0.847,17
Dario Saric,PHI,81,28,53,26.3,12.8,59,39.4,1.9,1.93,1,0.217,2.8,2.4,3,0.364,0.412,0.769,17
Reggie Jackson,DET,52,23,29,27.4,14.5,66.6,17.6,6.4,5.75,5.69,0.217,0.1,0.1,0.5,0.8,0.667,0.481,17
Brandon Rush,MIN,47,15,32,21.9,4.2,19.4,15,0.6,1.75,0.66,0.216,0.3,0,0.6,0.286,1,0.536,17
Dewayne Dedmon,SAS,75,55,20,17.5,5.1,23.7,12.2,0.6,1.44,0.3,0.216,2.2,0.3,4.5,0.358,0.308,0.919,17
Deyonta Davis,MEM,36,23,13,6.6,1.6,7.5,4,0.2,1.61,0.26,0.216,0.8,0.4,1.4,0.172,0.625,0.92,17
Mike Muscala,ATL,70,36,34,17.7,6.2,28.8,17.9,0.6,1.25,0.32,0.216,2.2,0.7,3.2,0.344,0.231,0.744,17
Justin Hamilton,BKN,63,14,49,18.3,6.9,32.3,19.6,0.7,1.24,0.37,0.215,1.2,0.7,3.1,0.59,0.319,0.903,17
Amir Johnson,BOS,80,51,29,20.1,6.5,30.4,19.9,0.8,1.5,0.53,0.214,1.4,0.9,4.3,0.345,0.296,0.933,17
Nikola Mirotic,CHI,70,37,33,24,10.6,49.6,25.7,1.3,1.56,0.45,0.214,0.7,1.1,2.3,0.787,0.52,0.834,17
David Lee,SAS,78,58,20,18.8,7.4,34.5,21.2,0.9,1.59,0.58,0.213,2.9,2.2,4.2,0.404,0.503,0.909,17
Al-Farouq Aminu,POR,61,33,28,29.1,8.7,41.1,19.7,1.3,1.97,1.02,0.212,1.4,0.4,2.4,0.2,0.348,0.578,17
Bryn Forbes,SAS,35,24,11,8,2.6,12.4,7,0.8,3.67,3.06,0.212,0.1,0,0,0,0,0,17
Chandler Parsons,MEM,34,18,16,19.8,6.2,29.2,21.8,1.3,2.64,1.64,0.211,0.7,0.7,0.8,0.333,0.739,0.692,17
JaMychal Green,MEM,77,40,37,27.3,8.9,42.3,22.4,1.1,1.53,0.43,0.211,1.3,1,3.9,0.551,0.582,0.873,17
Jerian Grant,CHI,63,29,34,16.3,5.9,27.8,13.3,1.8,3.97,3.71,0.211,0.2,0.3,0.2,0.6,0.5,0.333,17
Kelly Olynyk,BOS,75,49,26,20.5,9,42.8,26.7,1.2,1.66,0.58,0.211,1,1.2,3.3,0.623,0.736,0.9,17
Lucas Nogueira,TOR,56,33,23,19,4.4,20.9,10.9,0.4,1.04,0.24,0.211,1.9,0.1,4.3,0.204,0.25,0.788,17
Tristan Thompson,CLE,78,50,28,30,8.1,38.3,19.1,1,1.53,0.43,0.211,3.7,0.2,7.5,0.516,0.375,0.731,17
Willy Hernangomez,NYK,72,27,45,18.4,8.2,38.6,21.2,1,1.56,0.34,0.211,3.8,2.6,5.6,0.462,0.267,0.815,17
Chris Paul,LAC,61,43,18,31.5,18.1,86.1,32.7,7.6,5.32,4.92,0.21,1.1,1.6,0.7,0.261,0.63,0.422,17
Tyson Chandler,PHX,45,14,31,27.3,8.3,39.6,18.6,0.9,1.38,0.3,0.21,2.9,1,7.9,0.333,0.043,0.89,17
Al Horford,BOS,68,46,22,32.3,14,67,45.7,2.1,1.92,0.83,0.209,2.9,7.5,4.1,0.385,0.481,0.688,17
Anthony Tolliver,SAC,65,26,39,22.7,7.1,33.9,21.5,0.9,1.58,0.32,0.209,2.4,0.8,1.8,0.097,0.255,0.7,17
Brandon Ingram,LAL,79,26,53,28.9,9.4,44.9,24.5,2.6,3.52,2.72,0.209,0.8,1.2,1.6,0.576,0.624,0.79,17
Kay Felder,CLE,42,25,17,9.2,4,18.9,5.8,1.8,5.65,5.95,0.209,0.1,0,0.2,0,0,0.286,17
Patrick McCaw,GSW,71,57,14,15.1,4,19,13.4,0.7,2.19,1.43,0.209,0.3,0,0.6,0.7,0,0.81,17
Udonis Haslem,MIA,16,6,10,8.1,1.9,9.3,6.1,0.3,1.71,0.59,0.209,1.1,0.4,1.6,0.333,0,0.84,17
Luis Scola,BKN,35,7,28,12.7,5,24.1,15.2,0.6,1.44,0.51,0.207,1,1.3,2.3,0.324,0.543,0.775,17
Evan Turner,POR,65,34,31,25.5,9,44,24.2,2.8,3.89,3.14,0.205,0.6,1.5,0.8,0.541,0.698,0.92,17
Kyle O'Quinn,NYK,79,29,50,15.6,6.3,30.6,17.7,0.9,1.72,0.3,0.205,2.7,1.1,4,0.335,0.382,0.705,17
Meyers Leonard,POR,74,37,37,16.5,5.4,26.4,16.4,0.7,1.65,0.4,0.205,1.3,0.7,1.4,0.232,0.531,0.519,17
Gorgui Dieng,MIN,82,31,51,32.4,10,48.8,25.4,1.2,1.46,0.34,0.204,4.5,1.4,6.7,0.434,0.404,0.687,17
Isaiah Canaan,CHI,39,19,20,15.2,4.6,22.9,12.3,1.2,3.09,2.81,0.203,0.1,0,0.4,0,0,0.143,17
Joel Anthony,SAS,19,15,4,6.4,1.3,6.5,3.5,0.2,1.75,0.36,0.203,0.8,0.2,1.5,0.188,0,0.536,17
Monta Ellis,IND,73,39,34,27,8.5,41.7,28.4,2.2,3.21,2.3,0.203,0.6,0.1,0.5,0.262,0.5,0.629,17
Luol Deng,LAL,56,18,38,26.5,7.6,37.6,22.3,1.2,1.99,1.08,0.202,0.8,0.9,2,0.667,0.4,0.802,17
Solomon Hill,NOP,80,34,46,29.7,7,34.8,20.4,1.3,2.18,1.39,0.202,0.3,0.1,1.1,0.24,0.273,0.7,17
Lance Thomas,NYK,46,15,31,21,6,29.8,20.4,0.8,1.68,0.44,0.201,0.9,0.3,1.2,0.244,0.5,0.528,17
Zaza Pachulia,GSW,70,58,12,18.1,6.1,30.3,17.9,0.8,1.57,0.48,0.201,2.8,2,5.1,0.362,0.259,0.635,17
Jeff Teague,IND,81,42,39,32.5,15.3,76.6,25,7,5.46,5.41,0.2,0.5,0.2,0.6,0.378,0.286,0.58,17
Josh Richardson,MIA,53,23,30,30.5,10.2,50.8,26.5,3.2,3.73,3.23,0.2,0.6,0,0.9,0.233,1,0.388,17
Andre Roberson,OKC,79,46,33,30.1,6.6,33.1,20.4,0.8,1.46,0.48,0.199,1,0.1,3.2,0.487,0,0.759,17
Maurice Ndour,NYK,32,10,22,10.4,3.1,15.4,9.4,0.4,1.57,0.39,0.199,1.3,0.8,2,0.349,0.32,0.73,17
James Michael McAdoo,GSW,52,43,9,8.8,2.8,14.3,8.7,0.4,1.58,0.48,0.198,1.4,0.6,2.4,0.292,0.267,0.76,17
Chasson Randle,NYK,26,8,18,11.5,5.3,26.9,10.2,1.8,3.99,3.65,0.196,0.2,0,0.4,0.5,0,0.909,17
DeAndre' Bembry,ATL,38,20,18,9.8,2.7,13.6,9,0.6,2.69,1.94,0.196,0.4,0.1,1.2,0.353,0,0.804,17
Shabazz Napier,POR,53,26,27,9.7,4.1,21,8.9,1.7,4.9,4.43,0.196,0.2,0,0.2,0,0,0.231,17
Andrew Nicholson,BKN,38,20,18,9,2.6,13.5,7.6,0.4,1.65,0.42,0.195,0.5,1.1,1.2,0.444,0.35,0.809,17
Henry Ellenson,DET,19,8,11,7.7,3.2,16.2,9.3,0.4,1.46,0.45,0.195,0.4,0.3,0.5,0,0,0.8,17
Joe Young,IND,32,18,14,4.1,2,10.1,3.8,0.9,5.44,5.1,0.195,0,0,0.2,2,0,1.2,17
Rodney Stuckey,IND,39,17,22,17.9,7.2,37,17.3,2.7,4.39,3.74,0.195,0.4,0.2,0.3,0.588,0.444,1.273,17
Joe Ingles,UTA,82,51,31,24.1,7.1,36.5,26.2,1.7,2.8,1.77,0.194,0.4,0.2,0.5,0.257,0.071,0.432,17
Larry Nance Jr.,LAL,63,21,42,22.9,7.1,36.7,20.1,0.9,1.52,0.43,0.194,3.4,1,4.8,0.338,0.277,0.683,17
Paul Pierce,LAC,25,16,9,11.1,3.2,16.7,10.1,0.5,1.86,0.65,0.194,0.1,0.4,0.2,1,0.8,0.4,17
Jared Sullinger,TOR,11,2,9,10.7,3.4,17.5,11,0.5,1.55,0.52,0.193,0.8,0.5,2.2,0.222,0.167,0.708,17
Pascal Siakam,TOR,54,34,20,15.4,4.1,21.1,11,0.5,1.35,0.36,0.193,0.9,0.3,2.9,0.522,0.8,0.694,17
Patrick Beverley,HOU,67,46,21,30.7,9.5,49.7,21.1,3.1,3.73,3.4,0.192,0.6,0.1,1.6,0.286,0,0.305,17
Trey Lyles,UTA,71,43,28,16.3,6.2,32.2,20.9,1,1.86,0.75,0.192,0.7,1,0.9,0.34,0.211,0.734,17
Dante Exum,UTA,66,40,26,18.6,6.2,32.6,15.1,2.1,3.92,3.65,0.191,0.3,0,0.8,0.765,0,0.643,17
Thabo Sefolosha,ATL,62,32,30,25.7,7.2,37.6,24.2,1.4,2.23,1.31,0.191,1.1,0.3,2.2,0.478,0.25,0.679,17
Garrett Temple,SAC,65,25,40,26.6,7.8,41,26.4,1.9,2.72,1.96,0.19,0.5,0.1,1,0.467,0.778,0.636,17
Isaiah Whitehead,BKN,73,17,56,22.5,7.4,39.1,18.2,2.5,3.86,3.61,0.19,0.3,0.1,0.6,0.7,0.5,0.745,17
Jason Terry,MIL,74,37,37,18.4,4.1,21.8,13,0.7,2.03,1.38,0.19,0.4,0,0.4,0.188,0.667,0.385,17
Lance Stephenson,IND,18,8,10,20.1,6.8,35.7,19.1,2.9,4.92,4.62,0.19,0.3,0.3,0.5,0.333,0,0.778,17
J.J. Barea,DAL,34,10,24,22.1,11.1,59,22,5.6,5.66,5.64,0.189,0.3,0,0.3,0.4,0,1,17
Kevon Looney,GSW,53,44,9,8.4,2.5,13.5,8,0.3,1.55,0.47,0.189,0.9,0.5,2.5,0.304,0.077,0.752,17
Noah Vonleh,POR,74,38,36,17.1,4.4,23.4,10.5,0.6,1.62,0.6,0.189,1.1,0.9,3.5,0.398,0.377,0.615,17
David West,GSW,68,56,12,12.6,4.6,24.8,17.1,0.7,1.67,0.37,0.188,2.4,3.2,2.4,0.293,0.306,0.651,17
Emmanuel Mudiay,DEN,54,24,30,25.6,11,58.6,22.3,4.5,4.62,4.21,0.188,0.6,0.1,1,0.571,0.5,0.607,17
Trey Burke,WAS,57,35,22,12.3,5,26.6,11,2.2,4.94,4.98,0.188,0.4,0,0.2,0.2,0,0.8,17
Danny Green,SAS,67,51,16,26.5,7.3,39.3,24.6,1.3,2.04,1.07,0.187,0.4,0,0.6,0.433,0.333,0.595,17
Jrue Holiday,NOP,67,32,35,32.7,15.4,82,34.3,5.8,4.25,3.96,0.187,0.6,0.3,1.3,0.333,0.174,0.739,17
Fred VanVleet,TOR,36,24,12,8.1,3,15.9,6.5,1.4,5.1,5.33,0.186,0,0,0.1,0,0,0.75,17
Marcus Smart,BOS,79,51,28,30.4,10.6,57.2,31.7,3.5,3.67,2.88,0.185,0.8,2.1,2.6,0.197,0.454,0.696,17
Patty Mills,SAS,80,60,20,21.9,9.5,51.2,21.7,3.4,3.97,4.31,0.185,0.4,0,0.4,0.286,0,0.765,17
Ed Davis,POR,46,19,27,17.2,4.3,23.6,11.3,0.6,1.55,0.45,0.184,2.6,0.3,4.7,0.458,0.154,0.645,17
Andre Iguodala,GSW,76,64,12,26.3,7.6,41.2,24.1,1.9,2.79,1.83,0.183,1.1,0.7,2.1,0.298,0.415,0.703,17
D.J. Augustin,ORL,78,29,49,19.7,7.9,43,16.5,3.7,5.19,5.62,0.183,0.3,0.1,0.2,0.318,0.5,0.529,17
Rondae Hollis-Jefferson,BKN,77,19,58,22.6,8.5,46.6,23.7,1.6,2.1,1.36,0.183,1.4,1.3,3.4,0.635,0.469,0.752,17
Jonathan Gibson,DAL,17,4,13,13.6,6.2,34.3,14.5,2.5,4.4,4.21,0.182,0.2,0,0.1,0.667,0,0,17
Luke Babbitt,MIA,68,35,33,15.7,4.8,26.2,13.1,0.6,1.45,0.54,0.182,0.3,0.1,0.2,0.353,0,0.267,17
Marvin Williams,CHA,76,32,44,30.2,11.2,61.4,28.7,1.2,1.19,0.28,0.182,1.8,1.1,2.2,0.522,0.407,0.837,17
Nemanja Bjelica,MIN,65,28,37,18.3,6.2,34.1,17.4,1,1.7,0.64,0.182,0.5,0.2,1.7,0.645,0.6,0.823,17
Patrick Patterson,TOR,65,42,23,24.6,6.8,37.9,21.1,0.8,1.26,0.33,0.181,0.4,0.1,1.2,0.269,0.25,0.65,17
Salah Mejri,DAL,72,28,44,12.3,2.9,16.1,7.4,0.4,1.5,0.33,0.181,1.3,0.2,2.9,0.464,1.125,0.731,17
Stanley Johnson,DET,77,35,42,17.8,4.4,24.4,15.3,1,2.58,1.52,0.181,0.3,0.1,0.5,0.095,0.222,0.462,17
Dorian Finney-Smith,DAL,80,32,48,20.4,4.4,24.2,14.4,0.7,1.75,0.64,0.18,0.3,0.1,1.1,0.4,0.222,0.697,17
Elfrid Payton,ORL,82,29,53,29.4,12.8,71,22,6.1,5.17,4.95,0.18,0.7,0.2,1.7,0.767,0.5,0.64,17
Ramon Sessions,CHA,50,23,27,16.2,6.2,34.7,12.7,3,5.26,5.03,0.18,0.3,0,0.4,0.25,0,0.556,17
Kris Humphries,ATL,56,31,25,12.3,4.6,25.6,14.7,0.6,1.49,0.42,0.179,1.9,0.3,2.5,0.245,0.588,0.529,17
Malcolm Brogdon,MIL,75,38,37,26.4,10.2,57.2,23.8,4.2,4.41,4.38,0.179,0.8,0.5,1.6,0.552,0.324,0.602,17
Chris Andersen,CLE,12,8,4,9.5,2.3,13.1,6.4,0.4,1.61,0.35,0.178,0.7,0.1,1.5,0.75,0,0.667,17
Domantas Sabonis,OKC,81,46,35,20.1,5.9,33.4,17.8,0.9,1.55,0.56,0.177,1.2,1.7,1.6,0.268,0.471,0.454,17
Nicolas Brussino,DAL,54,18,36,9.7,2.8,15.7,10,0.6,2.19,1.2,0.177,0.3,0,0.5,0.143,0,0.655,17
Yogi Ferrell,DAL,46,18,28,26,10,56.9,21.2,5,5.3,5.3,0.177,0.5,0.1,0.5,0.455,0.6,0.783,17
PJ Tucker,TOR,79,34,45,27.6,6.7,38.1,23.2,1.1,1.67,0.7,0.176,0.7,0.7,2.4,0.414,0.263,0.711,17
Cory Joseph,TOR,79,48,31,25,9.2,52.9,21.1,4.4,5.03,5.31,0.175,0.4,0.1,1,0.645,0,0.39,17
Darren Collison,SAC,68,26,42,30.3,13.2,75.8,32.6,5.9,4.68,4.38,0.175,0.8,0,1.1,0.655,0,0.679,17
Jarell Martin,MEM,42,23,19,13.3,3.9,22.5,10,0.7,1.81,0.56,0.174,0.6,0.3,1.8,0.4,0.5,0.649,17
Quinn Cook,NOP,14,9,5,13.4,5.6,32.4,11.9,2.5,4.7,4.53,0.174,0,0.1,0.1,0,0,0,17
Dejounte Murray,SAS,38,29,9,8.5,3.4,19.8,7.1,1.7,5.01,4.67,0.173,0.2,0,0.4,0,0,0.786,17
Marshall Plumlee,NYK,21,6,15,8.1,1.9,11,6.3,0.3,1.68,0.4,0.173,1.5,0.7,2.2,0.29,0.133,0.478,17
Tyler Ennis,LAL,53,28,25,11.1,4.3,24.8,10.1,1.8,4.3,3.85,0.173,0.2,0,0.2,0.667,0,0.615,17
Aaron Brooks,IND,64,36,28,13.6,4.8,27.9,9.8,2.6,5.59,5.94,0.172,0.1,0,0.2,1,0,0.308,17
C.J. Watson,ORL,62,20,42,16.3,4.5,26.4,14.4,1.5,3.44,3.02,0.172,0.4,0,0.5,0.636,2,1.207,17
Trevor Booker,BKN,70,18,52,24.8,10,58.1,30.7,1.9,1.93,1,0.172,2.4,3,4.3,0.494,0.405,0.698,17
Cameron Payne,CHI,31,16,15,14.9,5.2,30.1,9.9,2.7,5.42,5.02,0.171,0.2,0,0.4,0,0,0.5,17
Randy Foye,BKN,68,17,51,18.8,5.2,30.3,16.6,1.9,3.74,3.06,0.171,0.1,0.1,0.2,0,0,0.286,17
Justise Winslow,MIA,18,4,14,34.7,10.9,64.2,33.6,3.3,3.12,2.41,0.17,1.8,0.7,2.7,0.219,0.462,0.5,17
Norris Cole,OKC,13,5,8,9.6,3.3,19.6,6.5,1.7,5.35,5.1,0.169,0,0,0.1,0,0,2,17
CJ Wilcox,ORL,22,8,14,4.9,1,5.7,4.8,0.2,2.22,1.33,0.168,0.2,0,0.1,0,0,0,17
Tony Parker,SAS,62,46,16,25.1,10.1,60.2,22.1,5.4,5.37,5.68,0.167,0.5,0,0.4,0.333,0,0.222,17
Omri Casspi,MIN,36,12,24,17.8,5.2,31.2,17.8,0.8,1.57,0.57,0.166,0.8,0.2,2.4,0.933,0.857,0.835,17
Tyler Ulis,PHX,59,14,45,18.7,7.4,44.5,15.7,3.6,4.85,5.22,0.166,0.3,0,0.2,0.118,0.5,0.7,17
Spencer Dinwiddie,BKN,58,13,45,22.6,7.2,43.6,17.2,3.2,4.43,3.84,0.165,0.3,0.1,0.4,0.313,0.375,0.435,17
Deron Williams,CLE,63,24,39,25.8,10.8,65.7,25.1,5.8,5.27,4.76,0.164,0.5,0.5,0.4,0.242,0.387,0.36,17
Sasha Vujacic,NYK,42,14,28,9.7,3,18,11.1,0.9,3.02,2.52,0.164,0.2,0,0.2,0.556,0,0.1,17
Delon Wright,TOR,27,19,8,16.5,5.6,34.1,17.3,2.6,4.63,4.4,0.163,0.2,0,0.8,0.333,0,0.286,17
Damjan Rudez,ORL,45,12,33,7,1.8,11.2,7.4,0.3,1.56,0.64,0.162,0.1,0.2,0.1,0.333,0,0.8,17
Kyle Anderson,SAS,71,53,18,14.2,3.4,21.2,12.8,0.9,2.5,1.48,0.162,0.3,0.2,1.2,0.211,0.313,0.791,17
Michael Carter-Williams,CHI,45,25,20,18.8,6.6,40.7,16.8,2.8,4.06,3.47,0.162,0.3,0.2,0.9,0.929,0.444,0.8,17
Ty Lawson,SAC,69,25,44,25.1,9.9,60.8,23.4,5.1,5.01,4.62,0.162,0.4,0.1,0.9,0.385,0.5,0.403,17
Beno Udrih,DET,39,18,21,14.4,5.8,36.5,11.2,3.5,5.69,6,0.16,0.4,0,0.3,0.286,0,0.6,17
Raymond Felton,LAC,80,50,30,21.2,6.7,42.1,18.8,3,4.23,3.78,0.16,0.2,0.1,0.5,0.389,0,0.415,17
Raul Neto,UTA,40,24,16,8.6,2.5,15.7,6.3,1.1,4.33,4.17,0.159,0.1,0,0.3,1.4,0,1.3,17
Bismack Biyombo,ORL,81,29,52,22.1,6,37.7,18.8,1,1.62,0.3,0.158,3.4,1.1,5.6,0.433,0.402,0.689,17
Dragan Bender,PHX,41,12,29,13.3,3.3,20.8,12.1,0.5,1.41,0.41,0.158,0.3,0.2,0.7,0.429,0.5,0.966,17
Brian Roberts,CHA,41,16,25,10.2,3.5,22,7.8,2.1,5.64,5.72,0.157,0.1,0,0.3,0,0,0.308,17
Donatas Motiejunas,NOP,34,16,18,14.1,4.4,28.2,16.6,0.7,1.4,0.49,0.157,1.5,1,2.8,0.327,0.758,0.649,17
Jameer Nelson,DEN,74,33,41,27.3,9.1,58.3,22,4.6,4.71,4.65,0.157,0.4,0,0.5,0.5,0,0.579,17
Ish Smith,DET,81,37,44,24.1,9.4,60.4,16.6,5.5,5.44,5.69,0.155,0.2,0,0.5,0.556,0,0.351,17
Mike Scott,ATL,18,7,11,10.8,2.5,16.3,10.7,0.4,1.53,0.64,0.154,1.2,0.9,1.4,0.455,0.235,0.615,17
Shelvin Mack,UTA,55,34,21,21.9,7.8,51.2,21.9,3.9,4.55,4.48,0.153,0.4,0.1,0.8,0.364,0.667,0.465,17
Kyle Wiltjer,HOU,14,12,2,3.1,0.9,6.1,3.7,0.2,1.59,0.73,0.151,0,0.1,0.2,0,0,0.333,17
Wesley Johnson,LAC,68,40,28,11.9,2.7,18.1,8.8,0.4,1.42,0.4,0.151,0.2,0.1,0.5,0.4,0,0.667,17
Jordan Mickey,BOS,25,9,16,5.6,1.5,10.1,6.4,0.3,1.64,0.74,0.15,0.5,0.2,1.2,0.615,0,0.733,17
Matt Barnes,GSW,74,38,36,24,7.1,47.4,27.3,1.5,1.84,0.67,0.15,1.5,0.4,2.2,0.36,0.167,0.663,17
Terry Rozier,BOS,74,47,27,17.1,5.5,37.3,15.5,2.6,4.2,4.09,0.149,0.3,0,0.7,0.5,0,0.42,17
DeAndre Liggins,DAL,62,40,22,12.5,2.5,16.7,8.5,1,3.74,3.14,0.147,0.3,0.1,0.7,0.667,0.25,0.762,17
Shaun Livingston,GSW,76,63,13,17.7,5.1,34.7,16.4,2.1,3.59,2.97,0.147,0.9,1,1.9,0.549,0.493,0.662,17
Jared Dudley,PHX,64,17,47,21.3,6.8,46.5,25.7,1.1,1.45,0.47,0.146,1,0.9,1,0.385,0.327,0.677,17
Cole Aldrich,MIN,62,23,39,8.6,1.7,11.6,5.6,0.3,1.41,0.29,0.145,1.4,0.3,2.1,0.239,0.375,0.631,17
Malcolm Delaney,ATL,73,37,36,17.1,5.4,37,15.5,3,4.88,4.56,0.145,0.2,0,0.3,0,0,0.381,17
Nicolas Laprovittola,SAS,18,15,3,9.7,3.3,22.6,10.6,1.6,4.16,4.01,0.145,0.3,0,0.3,0.4,0,0.5,17
Okaro White,MIA,35,26,9,13.5,2.8,19.7,8.5,0.5,1.66,0.59,0.142,0.5,0.3,1.4,0.375,0.2,0.64,17
Matthew Dellavedova,MIL,76,39,37,26.1,7.6,53.7,23,4,4.44,4.32,0.141,0.5,0.4,0.5,0.293,0.138,0.405,17
Ryan Kelly,ATL,16,6,10,6.9,1.6,11.1,6.7,0.3,1.5,0.48,0.141,0.8,0.4,0.6,0.538,0,0.9,17
Tyus Jones,MIN,60,23,37,12.9,3.5,25.7,10.5,2,4.64,4.16,0.136,0.1,0,0.3,0.286,0,0.737,17
Ricky Rubio,MIN,75,28,47,32.9,11.1,82.4,24.6,7.9,5.75,5.53,0.135,0.6,0,0.9,0.255,1,0.188,17
Boris Diaw,UTA,73,45,28,17.6,4.6,34.5,24.5,1.2,2.16,0.84,0.134,1.6,3.8,1.4,0.162,0.19,0.612,17
Briante Weber,CHA,20,12,8,10.2,3.1,23.1,8.5,1.9,4.95,4.64,0.134,0.5,0,0.9,0.222,0,1,17
Draymond Green,GSW,76,62,14,32.5,10.2,76.5,38.8,2.9,2.25,1.27,0.134,2.5,3.7,3.7,0.339,0.13,0.746,17
Andrew Harrison,MEM,72,38,34,20.5,5.9,44.8,17.2,4,5.4,5.18,0.132,0.3,0.1,0.4,0.417,0.333,0.593,17
Jonas Jerebko,BOS,78,51,27,15.8,3.8,29.2,15.6,0.7,1.47,0.44,0.131,0.4,0.1,1.3,0.345,0.4,0.634,17
Tomas Satoransky,WAS,57,33,24,12.6,2.7,20.6,10,1.4,4.05,3.71,0.131,0.2,0.1,0.7,0.4,1.667,0.395,17
Brandon Jennings,WAS,81,37,44,22.2,7.1,54.7,18.8,4.3,4.69,4.82,0.13,0.3,0,0.5,0.429,0.667,0.333,17
